class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,cap_color_group,gill_color_group,stalk_surface_consistent,stalk_color_consistent
e,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,y,d,light,light,1,1
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,d,light,light,1,0
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,v,d,unusual,unusual,1,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,y,d,unusual,light,1,0
p,x,s,p,f,c,f,c,n,g,e,b,s,s,w,w,w,o,p,k,s,d,light,light,1,1
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,v,d,unusual,unusual,1,1
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,k,y,d,light,unusual,1,0
e,f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,y,d,light,light,1,1
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,v,d,light,unusual,1,0
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,p,light,dark,1,1
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,y,d,dark,light,1,0
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,v,d,light,dark,1,0
e,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,y,d,dark,unusual,1,1
p,x,s,p,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,s,d,light,dark,1,1
e,f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,k,y,d,unusual,dark,1,1
e,f,y,g,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,v,d,light,light,1,0
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,y,d,unusual,dark,1,0
p,x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,k,s,d,light,unusual,1,1
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,p,light,dark,1,1
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,v,d,dark,light,1,0
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,g,light,light,1,1
p,x,f,w,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,n,s,d,light,dark,1,1
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,y,d,dark,light,1,1
e,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d,light,light,1,1
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,v,d,light,dark,1,1
e,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,v,d,light,light,1,0
p,x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,w,o,p,n,v,d,light,light,1,1
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,v,d,unusual,unusual,1,1
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,g,light,light,1,0
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,y,d,dark,light,1,0
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,v,d,dark,light,1,0
p,x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,k,v,d,light,unusual,1,1
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,n,y,d,light,dark,1,0
p,x,s,p,f,c,f,c,n,g,e,b,s,s,w,w,w,o,p,n,v,d,light,light,1,1
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,y,d,dark,dark,1,0
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,g,light,light,1,1
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,y,d,unusual,light,1,0
p,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,w,o,p,n,s,d,light,light,1,1
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,p,light,light,1,0
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,y,d,unusual,unusual,1,0
e,f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,y,d,unusual,light,1,0
p,x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,n,s,d,light,unusual,1,1
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,g,light,light,1,1
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d,light,dark,1,1
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,v,d,light,light,1,0
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,v,d,unusual,light,1,1
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,v,d,dark,unusual,1,0
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,d,warm,dark,1,0
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,y,d,unusual,dark,1,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,v,d,unusual,light,1,1
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,y,d,dark,light,1,1
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,v,d,dark,light,1,0
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,d,light,light,1,0
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d,light,unusual,1,0
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,y,d,unusual,light,1,0
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,v,d,dark,light,1,1
e,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d,light,light,1,0
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,v,d,dark,light,1,0
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,d,light,light,1,1
p,x,s,w,f,c,f,w,n,g,e,b,s,s,w,w,w,o,p,n,v,d,light,light,1,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,v,p,warm,light,1,0
e,f,y,n,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,v,d,dark,unusual,1,0
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,k,y,d,unusual,light,1,0
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,y,d,unusual,unusual,1,0
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,y,d,unusual,light,1,1
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,n,v,d,unusual,light,1,0
e,f,y,n,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,y,d,dark,dark,1,1
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,v,d,unusual,dark,1,0
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,g,light,dark,1,1
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,y,d,unusual,light,1,1
e,f,y,n,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,y,d,dark,light,1,1
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,d,light,light,1,0
p,x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,w,o,p,k,s,d,light,light,1,1
p,x,f,g,f,c,f,w,n,p,e,b,s,s,w,w,w,o,p,k,v,d,light,light,1,1
e,x,y,n,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,y,d,dark,unusual,1,0
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,p,warm,dark,1,1
p,x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,n,v,d,light,dark,1,1
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,v,d,unusual,light,1,0
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,y,d,unusual,unusual,1,1
e,f,f,e,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,v,d,unusual,light,1,0
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,v,d,warm,light,1,0
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,v,d,dark,unusual,1,1
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,v,d,unusual,light,1,1
e,f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d,unusual,unusual,1,0
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,v,p,warm,light,1,1
p,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,n,v,d,light,dark,1,1
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,v,d,unusual,unusual,1,0
p,x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,w,o,p,n,s,d,light,light,1,1
p,x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,n,v,d,light,unusual,1,1
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,y,g,light,dark,1,0
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,light,dark,1,0
e,f,f,e,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,v,d,unusual,dark,1,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,p,warm,light,1,0
e,f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,y,d,unusual,unusual,1,0
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,v,d,unusual,light,1,0
e,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d,light,unusual,1,0
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,y,d,unusual,dark,1,0
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,v,d,light,unusual,1,0
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,y,d,dark,unusual,1,0
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,v,d,unusual,light,1,0
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d,dark,light,1,1
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,n,y,d,unusual,dark,1,1
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,y,d,unusual,light,1,0
e,f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d,light,light,1,0
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d,light,light,1,0
e,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,y,d,dark,light,1,0
e,f,y,n,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,v,d,dark,light,1,0
e,x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,y,d,unusual,dark,1,0
e,f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,y,d,dark,light,1,0
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,p,light,dark,1,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,y,d,unusual,light,1,0
e,x,y,g,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,y,d,light,dark,1,0
e,f,y,n,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,v,d,dark,light,1,1
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,y,d,dark,light,1,0
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,y,d,light,light,1,0
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,d,light,dark,1,0
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,v,d,unusual,light,1,0
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,d,light,light,1,0
e,f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,y,d,light,unusual,1,1
e,f,y,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d,light,dark,1,1
e,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,k,y,d,light,unusual,1,0
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,v,p,warm,dark,1,0
e,x,y,n,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,v,d,dark,dark,1,0
e,f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,n,y,d,light,light,1,1
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,d,light,dark,1,0
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,v,d,dark,light,1,0
p,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,k,s,d,light,unusual,1,1
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,y,d,unusual,light,1,0
p,x,s,w,f,c,f,w,n,g,e,b,s,s,w,w,w,o,p,k,s,d,light,light,1,1
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d,dark,dark,1,0
p,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,n,v,d,light,dark,1,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,y,d,unusual,light,1,1
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,v,d,light,unusual,1,0
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,y,d,unusual,light,1,0
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,y,d,unusual,light,1,0
p,x,s,g,f,c,f,c,n,p,e,b,s,s,w,w,w,o,p,k,s,d,light,light,1,1
e,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,k,y,d,unusual,dark,1,0
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,v,d,unusual,dark,1,1
p,x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,k,v,d,light,dark,1,1
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,y,d,unusual,unusual,1,1
p,x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,n,v,d,light,unusual,1,1
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,y,d,unusual,light,1,0
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,y,g,light,light,1,0
e,f,y,g,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,y,d,light,light,1,0
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,y,g,light,dark,1,0
e,f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,k,v,d,dark,dark,1,1
e,f,y,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,v,d,unusual,unusual,1,1
e,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,v,d,dark,unusual,1,1
p,x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,w,o,p,k,s,d,light,light,1,1
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,y,p,light,dark,1,0
e,f,f,e,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,v,d,unusual,light,1,0
e,f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,v,d,light,light,1,1
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,v,d,light,dark,1,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,y,d,unusual,light,1,0
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,v,d,unusual,unusual,1,1
e,x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,y,d,light,dark,1,0
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,d,light,light,1,0
e,x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,y,d,dark,unusual,1,0
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,y,d,unusual,unusual,1,0
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,k,y,d,unusual,dark,1,0
p,x,f,w,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,v,d,light,dark,1,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,y,d,unusual,light,1,0
e,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,y,d,light,light,1,1
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,g,light,light,1,0
e,f,y,g,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,y,d,light,dark,1,0
p,x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,k,v,d,light,dark,1,1
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,k,v,d,unusual,dark,1,1
p,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,s,d,light,dark,1,1
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,d,light,light,1,1
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,d,light,dark,1,0
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,v,d,light,unusual,1,1
e,f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,v,d,light,light,1,0
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d,unusual,light,1,0
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,y,d,unusual,light,1,0
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,p,light,dark,1,0
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,y,d,unusual,unusual,1,0
e,f,f,e,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,y,d,unusual,dark,1,0
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,g,light,light,1,1
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,k,y,d,unusual,unusual,1,0
p,x,f,g,f,c,f,w,n,p,e,b,s,s,w,w,w,o,p,n,s,d,light,light,1,1
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,y,d,light,unusual,1,0
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,y,d,unusual,light,1,1
e,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,y,d,unusual,dark,1,0
e,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,y,d,light,light,1,0
e,x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d,unusual,dark,1,1
e,f,y,g,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,k,y,d,light,unusual,1,0
p,x,s,p,f,c,f,c,n,p,e,b,s,s,w,w,w,o,p,k,s,d,light,light,1,1
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,v,d,dark,unusual,1,0
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,y,g,light,light,1,0
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d,unusual,dark,1,0
e,f,y,g,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,v,d,light,light,1,0
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,v,d,unusual,dark,1,0
p,x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,n,v,d,light,unusual,1,1
p,x,f,w,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,n,v,d,light,dark,1,1
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,v,d,dark,dark,1,1
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,v,d,unusual,light,1,0
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,v,d,unusual,light,1,0
e,x,y,g,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,y,d,light,unusual,1,0
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,d,light,light,1,0
p,x,f,w,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,k,v,d,light,dark,1,1
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,y,d,dark,light,1,1
e,f,f,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,v,d,unusual,light,1,1
p,x,f,w,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,k,v,d,light,unusual,1,1
p,x,s,g,f,c,f,w,n,p,e,b,s,s,w,w,w,o,p,k,s,d,light,light,1,1
e,x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,k,v,d,unusual,light,1,1
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,v,d,light,dark,1,0
p,x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,w,o,p,n,v,d,light,light,1,1
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,d,light,dark,1,0
p,x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,n,v,d,light,dark,1,1
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,v,d,light,light,1,0
p,x,f,p,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,k,s,d,light,unusual,1,1
e,f,f,e,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d,unusual,dark,1,0
p,x,s,p,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,v,d,light,dark,1,1
p,x,f,g,f,c,f,w,n,p,e,b,s,s,w,w,w,o,p,k,s,d,light,light,1,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,y,d,unusual,light,1,1
p,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,s,d,light,dark,1,1
p,x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,k,v,d,light,dark,1,1
e,f,y,g,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,y,d,light,unusual,1,0
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,y,d,dark,unusual,1,0
p,x,f,g,f,c,f,w,n,g,e,b,s,s,w,w,w,o,p,n,s,d,light,light,1,1
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,v,d,unusual,light,1,0
p,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,n,s,d,light,dark,1,1
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,v,d,dark,light,1,1
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,d,light,dark,1,0
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,g,light,light,1,1
e,f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,k,v,d,light,dark,1,0
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,v,g,light,light,1,0
e,f,y,g,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,v,d,light,light,1,0
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,g,light,light,1,1
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,p,light,light,1,0
e,f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,v,d,unusual,dark,1,1
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,v,d,light,light,1,1
p,x,f,w,f,c,f,c,n,p,e,b,s,s,w,w,w,o,p,n,v,d,light,light,1,1
e,f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d,light,dark,1,1
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,p,light,light,1,0
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,d,warm,dark,1,0
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,p,light,light,1,0
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,g,warm,light,1,0
p,x,f,w,f,c,f,w,n,g,e,b,s,s,w,w,w,o,p,n,v,d,light,light,1,1
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,d,warm,dark,1,0
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,d,warm,light,1,0
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,p,warm,dark,1,1
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,d,warm,dark,1,0
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,d,warm,light,1,1
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,y,d,light,dark,1,0
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,l,h,y,g,light,light,1,0
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,p,warm,light,1,0
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,y,g,warm,light,1,0
e,x,f,g,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,y,d,light,light,1,1
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,n,v,d,dark,dark,1,0
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,unusual,dark,1,0
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,g,warm,dark,1,0
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,g,light,light,1,1
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,d,light,dark,1,0
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,y,d,unusual,light,1,0
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,v,g,light,light,1,0
e,f,f,e,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,v,d,unusual,dark,1,0
e,f,f,g,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,v,d,light,light,1,0
